filename,sanskritname,image,botanicalname,familyname,tamilname,malayalamname,hindiname,englishname,description,usefulpart,benefit,action,rasa,guna,virya,vipaka,karma,shortdesc
Dantī,Dantī,images5.jpeg,Baliospermum montanum,Euphorbiaceae,"தாண்ட்ரி, பால் தாண்ட்ரி",Danti,"Danti, Danti mool",Red Physic Nut,"Thaandri (Baliospermum montanum) is a perennial undershrub, 0.5–1.5 m tall, with milky latex, ovate-lanceolate leaves, and small unisexual flowers. The roots are thick, fleshy, and widely used in Ayurveda. It is classified as a strong purgative drug in the group of Trivritādi Varga (purgative group). Its latex is acrid and irritating. Traditionally used for expelling morbid doshas, especially Kapha and Pitta, it is also applied externally in skin disorders.","Root, Root bark, Seeds, Latex ","1. Strong purgative (used in constipation, ascites, dropsy).
2. Removes intestinal worms.
3. Reduces abdominal distension and colic.
4. Useful in skin diseases like eczema, leprosy, and itching.
5. Applied in glandular swellings and tumors (external application).
6. Helpful in jaundice and liver disorders.
","Purgative, anthelmintic, anti-inflammatory, hepatoprotective, detoxifying, anti-dermatitic, laxative, blood purifier, anti-parasitic.","Katu, Tikta","Laghu, Tikshna, Ruksa",Usna,Katu,"Reduces Kapha and Pitta (by virechana / strong purgation) , In excess, may aggravate Vāta",
Vaasa,Vaasa,"71G5qVoG0OL._UF350,350_QL80.jpg",Justicia adhatoda,Acanthaceae,ஆடாதோடை,Adalodakam,Adusa,Malabar nut,"Adathodai, also known in English as the Malabar nut or Vasaka (Adhatoda vasica), is a medicinal shrub native to South Asia, characterized by its long, lance-shaped green leaves and dense flower spikes. It is widely used in traditional medicine systems like Siddha and Ayurveda for its potent respiratory benefits, particularly for coughs, colds, and bronchitis, due to its mucolytic, bronchodilator, and expectorant properties. The leaves contain beneficial compounds such as alkaloids, flavonoids, and tannins, making the plant a valued natural resource for herbal formulations.  ","Leaves, roots, flower, stem bark","Relief cough and cold, reduces fever and inflammation, improves digestion, support liver health","Anti microbial, anti fungal, anti pyretic, anti inflammatory, anti oxidant","Tikta, kashaya","Laghu, ruksha",Sheeta,Katu,Pacifies pitta and kapha,
Ajamodā,Ajamodā,images6RamyaSudhakaran.jpeg,Plectranthus amboinicus ,Lamiaceae,ஓமவல்லி,Panikoorka,"Patharchur, Ajwain Patta, Patta Ajwain",Indian Borage / Mexican Mint / Country Borage / Indian Oregano,"Omavalli (Plectranthus amboinicus) is a perennial, succulent, aromatic herb with thick fleshy leaves and a strong oregano-like aroma. It grows well in pots and home gardens. The leaves are simple, opposite, ovate, and velvety. Traditionally, the plant is a household remedy for cough, cold, indigestion, and asthma. The essential oil contains thymol, carvacrol, and eugenol, giving it antimicrobial and carminative properties.
",Leaves,"1. Relieves cough, cold, and throat irritation.
2. Acts as an expectorant in asthma and bronchitis. 
3. Improves digestion and relieves flatulence.
4. Reduces colic and stomach pain.
5. Used for fever and body ache (home remedy).
6. Good for skin infections and insect bites (external use).","Antitussive, expectorant, carminative, antimicrobial, anti-inflammatory, antioxidant, antispasmodic, antipyretic, galactagogue, wound healing.
","Katu, Tikta","Laghu, Snigdha, Tikshna",Usna,Katu,"Pacifies Kapha and Vāta , Excess use may increase Pitta",
Nimbuka,Nimbuka,citrus-limon-meyer-lemon-tree.jpg,Citrus limon,Rutaceae,எலுமிச்சை,Cherunaranga,Nimbu,Lemon,"lemon tree (Citrus limon) is a small, evergreen tree native to Asia that grows in warm, tropical, and subtropical climates. It has glossy, dark-green leaves with winged petioles, occasional thorny twigs, and fragrant, sweet-scented flowers that are white on the top and reddish-purple on the bottom. The tree produces its iconic, sour, oval-shaped yellow fruit, which is used widely in cooking, beverages, and for its aromatic zest and pulp.  ","Fruits, leaves","Improves digestion and appetite, reduces nausea and vomiting, relieves thirst amd burning sensation, helpful in kidney stone prevention","Anti emetic, anti microbial, diuretic, digestive, carminative","Amla is dominant, madhura and kashaya are anurasas","Laghu, ruksha, tiksna",Usna,Katu,Pacifies vata,
Kākṣī,Kākṣī,images7RamyaSudhakaran.jpeg,Sida rhombifolia Linn.,Malvaceae,துத்தி,Cheru-thuthi,Mahābalā,Arrowleaf Sida / Indian Ephedra substitute / Country Mallow,"Thuththi (Sida rhombifolia) is a perennial undershrub, 50–150 cm tall, with woody stems and yellow flowers. The plant is commonly found in wastelands, roadsides, and open fields. In Ayurveda, it belongs to the Bala group and is considered a Rasayana (rejuvenative), Balya (strengthening), and Vrishya (aphrodisiac) drug. It is widely used for improving strength, treating respiratory disorders, bleeding conditions, and urinary diseases.","Whole plant, Root ,Leaves , Seeds","1. Improves strength and vitality (balya, rasayana).
2. Used in bleeding disorders (rakta-pitta).
3. Beneficial in piles and dysentery.
4. Useful in cough, asthma, and bronchitis.
5. Reduces burning sensation and inflammation.
6. Promotes wound healing (external paste).
7. Acts as a diuretic, useful in urinary problems.","Balya, Rasayana, anti-inflammatory, analgesic, antioxidant, antipyretic, expectorant, diuretic, wound-healing, aphrodisiac, hemostatic.
","Madhura, kasaya","Laghu, snigdha, mridu",Sita,Madhura,"Pacifies Pitta and Vāta , Excess use may increase Kapha",
Mūrvā,Mūrvā,images(8)RamyaSudhakaran.jpeg,Marsdenia tenacissima R.Br,Asclepiadaceae,மருள்,Mūrvā,Murva / Morvel,Indian Sarsaparilla,"A perennial twining climber with slender, woody, and rough stems. The leaves are lanceolate or ovate, flowers are small, greenish-yellow, and fruits are paired follicles. Roots are bitter and fibrous. In Ayurveda, it is a classical ingredient of the Dashamoola group and is highly valued in fevers, diabetes, jaundice, and chronic ailments.",Root,"1. Reduces chronic and intermittent fevers.
2. Useful in Prameha (diabetes).
3. Acts as a blood purifier in skin diseases.
4. Improves liver function and relieves jaundice.
5. Acts as a mild laxative and relieves constipation.
6. Used in Dashamoola for inflammation, swelling, and pain.
","Antipyretic, hypoglycemic, hepatoprotective, anti-inflammatory, laxative, blood purifier, anti-rheumatic, diuretic.
","Tikta, kasaya","Laghu, Ruksha ",Usna,Katu,"Pacifies Kapha and Pitta, balances Vāta moderately.",
Apaamaarga,Apaamaarga,b0995a891efa1ae5c020bf68546f5f72.jpg,Achyranthes aspera,Amaranthaceae,குப்பைமேனி,Kaattuppodi,Latjira,Prickly chaff flower,"Kuppaimeni, also known as Indian Nettle or Acalypha indica, is a widely used medicinal plant known for its anti-inflammatory, antibacterial, antioxidant, and wound-healing properties. This small, resilient herb, which grows in many regions, has a long history in traditional medicine for treating skin conditions, promoting digestion, and alleviating respiratory issues. The leaves are the most commonly used part, prepared as pastes, oils, or dried powders for various therapeutic applications.  ","Whole plant, leaves, roots, seeds","treating skin issues like acne and eczema, alleviating respiratory problems such as asthma and coughs, helping to expel intestinal worms, and reducing pain and inflammation.","Anti microbial, anti inflammatory, anti oxidant, carminative, diuretic, wound healing","Katu, tikta","Laghu, ruksha, tiksna",Usna,Katu,Pacifies kapha and vata,
Asthiśṛṅgā,Asthiśṛṅgā,image.jpeg,Cissus quadrangularis L.,Vitaceae,முப்பிரண்டை,Changalamparanda,Hadjod / Hadjora,Veldt grape / Adamant creeper / Bone setter,"Muppirandai (Cissus quadrangularis) is a perennial, fleshy, quadrangular-stemmed climber with tendrils. The plant is thick, succulent, with winged internodes and small leaves. It bears small greenish-white to yellow flowers and red to purple berries. Known as the ""Bone healer"", it is traditionally used for healing fractures, improving digestion, and treating piles.",Stem,"1. Accelerates bone healing in fractures.
2. Improves bone strength and density.
3. Useful in osteoporosis and arthritis.
4. Reduces swelling and inflammation.
5. Aids digestion, relieves indigestion and gastritis.
6. Beneficial in hemorrhoids (piles).
7. Helps in treating worm infestations.","Anti-osteoporotic, bone-healing, anti-inflammatory, analgesic, anti-ulcer, carminative, anti-hemorrhoidal, anti-helminthic.
","Kasaya, Tikta","Laghu, Snigdha",Usna,Katu,"Pacifies Vāta and Kapha, balances Pitta moderately.",
Kramuka,Kramuka,betel-nut.jpg,Areca catechu,Arecaceae,பாக்கு,Adakka,Supari,Betel nut,"A betel nut is the seed-like fruit of the areca palm (Areca catechu) and is widely consumed in a betel quid, though it is crucial not to confuse it with the betel leaf (Piper betle) used to wrap it. The chewing of betel quids, which often include other substances with the areca nut and betel leaf, is popular across Asia and the Pacific and can be associated with serious health consequences. ","Seed, tender nuts","Betel nuts are primarily known for providing a natural energy boost, acting as a digestive aid by stimulating saliva and digestion, and serving as a mouth freshener. They also contain antioxidants, may exhibit anti-inflammatory and antimicrobial properties, and have been traditionally used to help manage blood glucose and possibly protect the nervous system. However, it's crucial to be aware that betel nut consumption has significant health risks, including increased risk of oral cancer. ","Digestive, carminative, hemostatic, mild CNS stimulant","Kasaya, katu, tikta","Ruksha, laghu",Usna,Katu,"Pacifies kapha, increases vata and pitta if overused",
Bṛhat Gokṣura,Bṛhat Gokṣura,Pedalium_murex_L.jpg,Pedalium murex L.,Pedaliaceae,பெரு நெருஞ்சில்,Peru Nerinjil,Bara Gokhru,Large Caltrops / Pedalium / Big Gokhru,"Bṛhat Gokṣura (Pedalium murex) is an annual, spreading herb with fleshy, 4–5 cm long leaves and yellow flowers. Its fruits are oblong, 1–2 cm, covered with spines, and are mucilaginous when soaked in water. It is different from Laghu Gokṣura (Tribulus terrestris), though both are used in urinary and reproductive disorders. Bṛhat Gokṣura is demulcent, cooling, and diuretic in action, commonly used in Ayurveda and Siddha medicine.
",Fruits,"1. Acts as a natural diuretic, relieves dysuria and urinary retention.
2. Useful in urinary calculi (aśmarī).
3. Relieves burning micturition.
4. Beneficial in gonorrhea and urinary infections.
5. Soothes inflammation of urinary passages.
6. Reduces excessive thirst and burning sensation.
","Diuretic, demulcent, anti-inflammatory, lithotriptic, cooling, aphrodisiac, urinary antiseptic, pitta-pacifying.
","Madhura, tikta","Laghu, snigdha, picchila",Sita,Madhura,"Pacifies Pitta and Vāta, balances Kapha moderately.",
Marjarī,Marjarī,images.jpeg,Orthosiphon aristatus,Lamiaceae,பூனை மீசை,Kakkithumbapoo,Javamadhuri,Cat’s Whiskers / Java Tea,"Poonai Meesai (Orthosiphon aristatus) is a perennial herb, native to Southeast Asia, with white to pale lavender flowers that have long protruding stamens resembling a cat’s whiskers, hence the name. The plant is highly valued in traditional medicine, especially in Siddha and folk systems, for urinary and kidney disorders. Its leaves are aromatic, used as herbal tea (“Java tea”) and have a diuretic and detoxifying effect.","Leaves, Aerial parts","1. Strong diuretic – promotes urine flow.
2. Useful in urinary tract infections.
3. Helps in dissolving and expelling kidney stones.
4. Reduces edema and water retention.
5. Detoxifies the kidneys and liver.
6. Reduces high blood pressure (due to diuretic effect).
7. Helps in gout and uric acid-related disorders.

","Diuretic, lithotriptic, anti-inflammatory, antihypertensive, hepatoprotective, antioxidant, antidiabetic, antimicrobial.","Tikta, kasaya","Laghu, ruksa",Sita,Katu,"Pacifies Pitta and Kapha, may increase Vāta if overused.",
Naagalinga,Naagalinga,nagalingam-tree.jpg,Couroupita guianensis,Lecythidaceae,நாகலிங்கம்,Naagalingamaram,Shiv kamal,Cannonball tree,"The Nagalinga tree, also known as the Cannonball tree (Couroupita guianensis), is a tropical tree native to Central and South America, recognized for its striking, ball-like fruits and uniquely shaped, brightly colored flowers that resemble a hooded cobra sheltering a Shiva Lingam. The tree grows up to 35 meters tall and is revered in Hindu tradition, often planted in temple courtyards, while its large, cannonball-like fruits are a source of nutrients and a means of seed dispersal.  ","Flower, leaf, fruit, bark","The nagalinga (cannonball) tree, known as Couroupita guianensis, offers several benefits, including religious significance as a holy tree in Hinduism and Buddhism and in Ayurveda for medicinal properties like antibiotic, antiseptic, and analgesic qualities to treat ailments such as malaria, skin diseases, and toothache. Culturally, its hard fruit shells are used for containers, the flowers for perfumes, and the soft, light-colored wood for furniture.  ","Antimicrobial, anti inflammatory, analgesic, hypotensive, antioxidant","Tikta, kashaya","Laghu, ruksha",Sheeta,Katu,Pacifies pitta and kapha,
